"Product","Instant.Liking","q1.personal.opinion","q3_1.strength.of.the.Deodorant","q4_1.artificial.chemical","q4_2.attractive","q4_3.bold","q4_4.boring","q4_5.casual","q4_6.cheap","q4_7.clean","q4_8.easy.to.wear","q4_9.elegant","q4_10.feminine","q4_11.for.someone.like.me","q4_12.heavy","q4_13.high.quality","q4_14.long.lasting","q4_15.masculine","q4_16.memorable","q4_17.natural","q4_18.old.fashioned","q4_19.ordinary","q4_20.overpowering","q4_21.sharp","q4_22.sophisticated","q4_23.upscale","q4_24.well.rounded","q5_1.Deodorant.is.addictive","q9.likely.purchase.deodorant","q10.prefer.this.Deodorant","q11.time.of.day","q12.occasions.appropriate","Q13_Liking.after.30.minutes","q14.scale.1.to.10","s8.ethnic.background","s9.education","s10.income","s11.marital.status","s12.working.status","s13b.bottles.owned"
"Deodorant B",1,4,2,1,2,1,2,5,2,4,4,5,1,1,2,4,5,4,2,5,5,3,5,2,4,4,2,4,3,2,"2","1",5,6,"1","4","8","1","2",6
"Deodorant B",0,6,4,1,5,4,2,4,1,5,4,3,5,3,3,5,5,1,3,5,5,2,3,2,4,4,4,3,1,1,"3","1",5,6,"1","3","2","4","1",1
"Deodorant B",0,5,3,5,4,3,1,4,2,4,4,4,5,2,4,4,5,4,4,2,1,1,1,2,1,4,3,3,5,2,"3","1",5,8,"2","4","4","2","5",5
"Deodorant B",0,5,4,1,3,5,1,2,2,5,2,5,3,4,5,5,5,2,3,4,2,2,4,3,5,5,4,1,4,3,"2","3",6,10,"1","2","3","2","1",3
"Deodorant B",1,3,3,4,3,3,4,4,5,5,2,5,5,5,2,3,3,1,4,3,3,3,3,3,4,5,3,3,5,1,"1","1",6,3,"1","3","5","1","1",3
"Deodorant B",0,5,3,5,5,2,4,4,2,5,3,5,3,4,2,2,5,1,4,4,2,4,2,3,5,4,4,2,5,4,"2","1",6,5,"1","6","9","1","1",2
"Deodorant B",0,6,4,5,5,3,2,5,2,4,4,3,5,5,2,5,5,3,4,2,3,1,3,3,4,4,5,5,1,3,"3","2",6,6,"1","2","3","2","2",1
"Deodorant B",1,4,3,3,2,3,2,5,1,4,4,5,4,4,2,5,5,1,4,5,2,4,2,5,3,3,5,2,5,3,"1","1",4,7,"1","3","5","1","1",2
"Deodorant B",0,6,3,4,4,3,3,4,4,1,5,2,4,3,3,5,4,2,3,4,4,3,4,2,1,3,3,4,1,3,"1","3",6,3,"3","2","2","2","1",5
"Deodorant B",0,5,4,1,5,4,1,5,1,3,4,4,4,4,1,5,5,1,3,5,3,1,2,3,4,5,5,3,5,3,"2","1",5,2,"2","3","3","1","1",1
"Deodorant B",0,5,3,3,4,4,1,3,1,4,3,3,4,5,5,4,3,2,4,1,1,2,1,3,5,4,4,3,4,2,"2","3",3,10,"4","4","9","2","2",3
"Deodorant B",0,5,3,2,3,4,4,4,5,5,3,4,3,2,5,4,3,3,2,3,2,2,4,1,2,5,3,5,5,3,"3","3",5,5,"1","3","7","2","1",6
"Deodorant B",0,6,1,1,4,4,1,4,5,4,3,3,3,3,4,5,3,2,1,3,1,1,1,2,3,5,5,4,4,1,"3","2",1,3,"1","2","4","2","1",1
"Deodorant B",0,5,3,2,5,1,3,3,3,5,5,4,2,4,3,4,3,3,5,1,5,4,1,2,2,5,3,5,5,3,"3","3",5,10,"3","2","5","3","1",1
"Deodorant B",0,6,5,1,4,4,5,1,2,4,4,2,4,4,3,4,4,1,3,5,2,1,1,3,5,3,4,1,5,3,"3","1",7,7,"1","3","4","2","1",3
"Deodorant B",1,4,3,1,5,4,1,3,2,4,5,5,5,2,1,2,5,2,1,3,1,3,4,3,5,5,1,4,3,2,"2","2",6,9,"1","3","4","2","1",4
"Deodorant B",0,7,3,1,5,4,1,2,1,1,3,5,5,4,2,5,4,3,5,3,1,3,3,5,3,5,2,2,4,3,"3","1",5,7,"1","3","10","1","1",1
"Deodorant B",0,6,3,2,2,4,1,5,5,3,5,5,4,3,3,2,5,2,4,4,1,5,2,4,3,4,5,1,1,1,"3","1",6,9,"1","3","4","1","1",3
"Deodorant B",0,5,4,3,4,4,3,3,2,5,4,5,2,4,5,4,3,1,4,4,5,1,1,4,4,2,5,2,4,1,"3","1",7,9,"1","4","4","1","1",4
"Deodorant B",0,7,3,1,2,5,2,5,2,4,4,1,5,1,2,4,3,1,5,2,1,2,2,4,4,4,5,5,5,3,"3","3",5,7,"1","3","4","1","2",4
"Deodorant B",0,7,3,1,5,1,4,4,1,5,4,5,4,5,5,5,4,1,4,5,3,2,2,3,1,2,3,4,2,4,"1","1",6,1,"1","3","3","1","3",4
"Deodorant B",0,5,4,1,2,4,1,5,3,5,3,5,5,2,2,5,3,3,5,4,2,4,3,3,2,5,5,4,4,3,"2","3",4,8,"1","2","10","1","1",5
"Deodorant B",0,6,4,5,1,5,2,4,1,2,5,5,4,4,4,5,5,2,4,4,2,1,3,2,5,4,4,4,3,3,"3","2",1,7,"1","5","5","2","6",2
"Deodorant B",0,5,3,1,3,5,4,5,2,2,4,3,5,4,1,1,4,1,5,1,1,5,1,5,4,3,5,2,5,2,"1","1",5,8,"2","3","2","1","1",1
"Deodorant B",0,6,4,4,5,3,4,3,1,5,5,5,2,2,3,1,4,2,5,3,1,3,3,5,5,5,4,4,5,1,"1","1",5,8,"2","2","3","2","1",1
"Deodorant B",0,6,3,2,2,2,1,4,2,2,5,2,3,3,4,4,5,5,5,5,3,4,3,3,2,5,5,4,4,4,"3","3",5,8,"1","2","8","1","1",4
"Deodorant B",0,6,3,4,4,3,1,5,1,4,4,2,5,5,4,4,3,1,3,2,1,1,1,3,4,5,3,4,1,5,"2","1",7,8,"1","3","3","1","1",2
"Deodorant B",0,6,3,2,3,4,1,3,2,1,4,5,5,4,4,3,5,3,4,4,3,2,3,2,1,2,4,3,5,1,"2","2",5,9,"1","2","8","2","5",2
"Deodorant B",0,6,3,1,5,1,1,4,1,4,4,3,1,5,3,1,5,3,3,3,5,2,5,5,4,5,4,1,3,3,"3","3",3,9,"1","2","3","1","1",1
"Deodorant B",0,5,4,2,1,3,2,1,2,5,5,4,2,4,5,5,4,4,5,3,2,4,4,1,4,5,1,3,5,3,"3","2",3,8,"1","4","2","1","5",5
"Deodorant B",0,5,3,4,4,4,2,5,4,5,3,3,5,4,1,1,5,1,1,5,1,3,4,5,4,5,5,4,5,3,"3","1",6,7,"2","4","4","1","1",3
"Deodorant B",0,5,3,2,4,3,2,2,2,2,5,3,3,3,5,2,5,1,5,4,3,3,2,3,1,5,4,4,1,3,"3","3",4,7,"1","2","6","1","2",3
"Deodorant B",0,7,4,5,1,5,1,5,2,3,4,2,4,4,5,5,5,2,3,4,1,5,2,4,3,3,5,4,4,4,"1","3",5,5,"1","3","4","2","2",3
"Deodorant B",0,6,3,1,4,4,4,4,2,3,5,5,5,5,4,2,4,2,1,4,1,3,1,4,5,3,5,3,5,4,"2","3",6,6,"1","4","10","2","2",4
"Deodorant B",0,5,4,2,5,5,3,5,3,5,5,5,4,5,3,4,4,2,5,4,1,2,4,4,3,4,5,4,2,4,"2","1",1,8,"1","2","9","2","1",1
"Deodorant B",1,1,4,3,5,1,2,2,5,5,5,2,5,2,2,4,2,2,3,3,2,1,3,5,2,5,1,4,1,5,"1","3",1,9,"1","3","8","2","1",1
"Deodorant B",0,6,3,1,1,2,3,3,1,4,1,5,3,2,2,5,3,5,4,3,2,4,1,5,4,4,3,4,5,2,"3","1",4,8,"1","4","10","5","2",5
"Deodorant B",1,1,4,1,1,4,1,5,1,5,5,2,4,1,3,2,4,2,5,3,1,3,4,5,5,1,4,4,4,5,"3","2",5,2,"4","2","7","1","6",1
"Deodorant B",0,6,3,2,5,3,2,2,1,3,2,4,4,5,3,5,4,1,2,4,1,2,3,4,1,4,3,4,4,5,"3","3",7,5,"2","4","10","2","1",1
"Deodorant B",0,5,3,4,5,2,5,1,1,4,5,1,5,4,2,3,5,2,4,3,5,3,4,4,5,5,4,4,4,5,"3","2",6,8,"2","4","3","2","1",5
"Deodorant B",0,6,3,3,4,5,3,5,1,5,5,4,4,3,2,1,4,2,4,4,2,1,1,5,5,5,5,4,5,3,"3","1",3,10,"1","2","5","2","1",6
"Deodorant B",0,5,3,3,3,4,4,5,1,4,3,5,5,4,3,3,2,2,2,1,5,2,1,2,1,5,5,4,1,1,"2","2",6,7,"2","2","10","1","1",1
"Deodorant B",0,5,5,1,5,5,2,5,1,3,1,5,5,1,5,4,5,2,4,1,1,2,2,1,5,4,4,3,1,1,"2","1",5,8,"3","3","4","2","2",3
"Deodorant B",0,7,5,5,4,4,2,1,3,4,4,3,5,2,3,3,1,3,5,5,1,1,1,4,1,4,5,5,3,1,"3","2",6,7,"1","3","4","2","1",2
"Deodorant B",0,5,4,3,4,5,2,5,1,4,4,5,5,4,2,5,2,3,1,5,1,2,3,2,3,3,5,3,4,4,"1","3",7,4,"1","5","7","2","1",4
"Deodorant B",0,6,4,3,4,3,5,3,4,5,1,3,4,1,1,5,1,1,4,4,2,2,1,2,5,4,3,4,5,3,"3","1",1,7,"2","4","4","2","2",2
"Deodorant B",1,2,3,5,4,2,4,3,5,3,5,4,4,2,3,5,4,1,5,1,2,5,4,1,5,5,4,5,1,5,"3","3",5,8,"1","4","6","1","1",2
"Deodorant B",0,5,3,2,3,5,2,4,1,5,4,4,5,3,1,4,5,1,5,5,1,4,5,3,4,5,5,5,1,1,"1","1",5,7,"1","3","6","4","3",5
"Deodorant B",0,5,3,2,4,2,1,4,2,3,5,5,5,3,4,4,5,5,3,5,2,3,3,4,4,5,4,2,4,3,"2","2",6,1,"1","4","8","2","1",2
"Deodorant B",0,7,3,4,4,5,2,3,5,5,2,3,4,3,2,4,3,1,4,3,4,1,2,4,4,2,4,5,3,5,"3","1",5,6,"1","2","6","1","1",2
"Deodorant B",1,4,3,3,3,4,2,5,1,4,5,3,4,1,5,4,4,4,4,5,2,2,4,4,5,4,3,4,4,2,"3","3",4,9,"1","3","3","1","1",2
"Deodorant B",0,6,3,1,5,2,3,3,4,5,3,3,2,1,1,4,4,2,3,2,1,2,4,3,1,2,3,5,4,3,"3","3",2,5,"3","2","4","2","3",4
"Deodorant B",0,5,3,1,4,5,3,4,1,5,4,5,5,4,1,4,3,1,1,2,2,3,3,3,4,5,5,4,5,4,"1","2",6,9,"1","3","3","1","1",6
"Deodorant B",0,5,4,4,5,5,1,5,2,4,5,4,5,5,5,5,5,1,3,4,4,4,5,5,1,4,5,2,5,3,"3","1",4,9,"1","2","5","1","3",4
"Deodorant B",0,6,3,3,4,1,1,5,1,1,2,5,5,3,1,3,3,1,5,4,3,1,4,3,5,4,5,2,3,5,"3","3",6,3,"1","3","5","1","5",2
"Deodorant B",0,6,3,5,4,5,2,5,2,1,3,2,5,1,3,4,5,2,4,5,2,3,4,4,5,2,5,4,5,1,"3","3",7,8,"1","3","4","2","1",2
"Deodorant B",0,6,3,3,5,4,1,4,3,5,3,5,4,2,1,4,1,1,5,2,5,4,3,4,4,4,5,4,2,3,"3","2",6,6,"1","2","7","2","5",2
"Deodorant B",0,5,3,1,5,4,2,5,2,4,1,5,4,5,1,4,3,1,5,4,3,2,5,1,5,4,2,1,4,5,"1","3",2,10,"2","3","7","2","2",6
"Deodorant B",0,7,4,2,2,5,2,5,2,5,3,4,5,1,4,4,3,1,4,3,4,1,3,2,2,5,4,1,4,3,"1","3",6,8,"5","3","4","2","2",5
"Deodorant B",0,6,4,3,3,4,2,5,2,5,5,5,4,4,1,2,3,2,3,4,2,3,5,1,5,4,3,4,5,1,"3","1",2,9,"1","3","3","2","1",2
"Deodorant B",0,7,3,1,5,3,1,4,1,5,3,5,5,3,3,5,2,1,3,3,1,4,1,5,4,5,3,4,4,3,"2","1",3,9,"1","2","4","3","1",2
"Deodorant B",0,5,3,1,3,4,3,2,5,5,3,4,4,4,4,4,4,1,4,5,5,3,5,3,5,3,4,4,5,3,"3","1",2,6,"1","3","4","2","1",4
"Deodorant B",0,6,4,4,5,5,2,5,1,3,3,1,5,1,2,3,4,1,5,5,1,4,1,2,4,3,5,3,3,2,"3","1",5,6,"1","2","8","2","2",4
"Deodorant B",1,1,4,1,5,3,2,5,3,1,4,4,5,1,1,5,4,3,4,1,2,3,5,2,3,5,5,5,2,1,"3","1",6,9,"1","4","5","2","3",5
"Deodorant B",1,4,3,3,5,5,5,2,1,5,4,4,4,1,4,4,5,5,2,4,1,5,1,3,1,4,4,4,3,3,"2","3",5,3,"1","2","10","2","2",3
"Deodorant B",0,5,4,1,4,5,2,3,4,4,2,2,3,4,2,5,3,1,5,4,1,2,1,4,5,3,5,2,4,1,"2","3",4,9,"1","4","6","4","1",1
"Deodorant B",1,4,4,2,5,4,1,5,2,2,3,2,2,4,3,4,3,1,5,5,1,2,1,5,5,2,3,2,2,4,"3","3",4,8,"1","3","8","3","1",3
"Deodorant B",1,2,4,4,4,5,1,5,3,4,5,5,2,4,3,5,4,1,5,4,3,3,2,5,5,3,1,4,5,3,"2","3",7,7,"1","3","4","1","4",3
"Deodorant B",1,2,3,1,4,5,1,2,3,4,5,5,5,2,1,3,4,1,1,5,2,1,2,3,2,4,5,5,5,1,"3","1",2,8,"1","4","5","1","1",6
"Deodorant B",0,6,3,1,3,4,5,4,1,2,4,5,1,5,1,5,5,1,2,4,4,2,3,3,1,4,4,4,3,1,"1","3",5,8,"1","3","10","2","2",4
"Deodorant B",0,5,3,2,4,5,2,5,1,5,3,5,5,5,2,3,5,1,4,3,4,3,3,3,4,4,1,3,5,1,"3","2",1,9,"1","4","5","3","1",3
"Deodorant B",1,1,3,2,4,3,1,4,1,4,5,5,5,5,1,4,5,1,4,3,4,3,5,5,5,2,5,1,5,3,"3","3",7,8,"1","3","10","1","1",2
"Deodorant B",0,7,4,3,5,4,3,1,5,2,5,4,4,5,4,3,4,1,5,3,2,5,5,4,5,4,4,3,1,1,"2","1",1,5,"1","3","2","2","1",3
"Deodorant B",0,7,3,3,4,5,1,3,1,4,4,3,5,5,5,5,5,2,3,5,5,3,4,2,5,1,1,3,5,1,"3","1",6,2,"1","4","10","2","6",5
"Deodorant B",0,7,4,1,5,1,2,5,2,5,3,5,5,3,5,2,3,2,3,4,1,5,1,5,1,3,5,4,4,4,"2","3",7,3,"1","4","3","2","1",3
"Deodorant B",0,5,5,1,4,3,1,4,1,5,5,3,5,3,1,1,3,5,5,5,3,2,5,5,5,1,5,4,2,2,"3","3",7,10,"2","3","3","1","2",4
"Deodorant B",0,5,3,3,5,4,3,4,1,3,5,4,1,2,5,4,3,1,4,4,1,3,1,1,5,1,4,5,5,3,"3","3",7,6,"1","4","7","2","2",2
"Deodorant B",0,5,3,2,4,2,1,3,5,4,2,3,5,4,2,4,2,3,3,5,1,5,5,1,4,4,5,4,4,1,"2","1",2,9,"1","2","6","2","4",6
"Deodorant B",0,6,3,4,4,5,1,3,5,5,5,3,4,5,3,3,4,2,2,3,5,4,3,2,1,3,4,1,5,1,"3","3",5,7,"3","4","3","2","1",3
"Deodorant B",0,5,3,2,5,5,2,3,2,4,5,1,4,4,2,4,4,1,2,1,3,2,3,1,3,4,4,4,5,1,"2","3",4,6,"5","4","6","1","2",6
"Deodorant B",1,4,4,2,3,5,2,4,1,4,4,5,2,1,4,4,4,1,5,5,3,1,5,5,2,5,4,5,4,3,"3","3",5,3,"2","3","6","1","3",3
"Deodorant B",1,3,3,1,1,3,5,3,1,4,5,4,2,3,3,1,4,1,2,2,1,2,3,4,1,2,2,5,4,1,"3","3",2,8,"5","5","6","2","1",3
"Deodorant B",0,5,3,2,3,4,1,5,5,4,2,4,4,4,5,4,5,4,3,3,4,4,3,4,1,5,4,4,5,2,"1","1",6,2,"2","2","3","2","1",3
"Deodorant B",0,7,3,2,5,3,2,2,5,5,2,5,2,5,1,5,4,2,4,5,1,4,1,3,4,5,5,5,4,5,"2","1",4,10,"1","4","7","2","2",2
"Deodorant B",0,7,3,5,4,4,4,1,2,5,2,5,5,1,4,2,3,3,4,4,1,1,3,2,5,5,4,4,1,1,"1","3",6,8,"1","2","4","3","1",6
"Deodorant B",0,5,3,4,4,4,3,2,1,5,4,3,4,4,4,3,4,3,4,4,5,4,5,4,1,3,2,4,5,5,"1","3",4,9,"2","2","5","2","1",4
"Deodorant B",0,6,3,3,5,4,1,5,2,4,2,5,4,5,1,2,3,1,3,5,3,4,1,5,4,1,1,5,3,3,"3","1",5,7,"1","4","4","4","2",6
"Deodorant B",0,7,3,3,5,2,1,2,1,5,4,4,4,4,5,3,5,2,4,1,4,2,5,1,5,3,5,4,5,3,"3","2",7,7,"1","3","4","2","4",6
"Deodorant B",0,5,5,3,2,5,3,4,1,4,5,3,5,5,3,5,5,2,5,5,1,4,2,3,2,5,4,4,5,2,"2","2",2,8,"3","4","7","2","1",4
"Deodorant B",0,5,3,2,4,5,2,5,1,5,2,5,4,5,4,4,4,1,5,1,3,2,2,5,2,3,3,5,4,1,"3","2",5,2,"3","4","6","2","1",1
"Deodorant B",0,6,3,2,4,4,1,2,5,2,5,5,5,4,4,5,4,2,4,3,3,1,2,1,4,4,4,5,4,3,"2","1",7,8,"3","4","6","1","5",3
"Deodorant B",1,4,3,4,4,4,1,5,3,3,3,3,4,3,1,5,4,1,5,5,1,4,5,4,2,1,4,5,5,4,"3","3",7,7,"1","4","3","2","7",6
"Deodorant B",1,3,4,3,3,2,3,3,1,5,5,3,5,5,1,1,4,2,5,3,1,3,5,5,4,4,3,5,5,4,"3","3",2,3,"3","2","3","1","1",1
"Deodorant B",0,6,3,3,1,3,1,5,3,5,5,5,3,2,1,4,4,4,4,5,3,3,1,2,4,3,5,2,5,3,"2","3",3,1,"1","3","7","1","1",1
"Deodorant B",0,6,3,1,4,5,1,5,2,5,3,4,2,1,4,4,4,5,3,5,1,4,1,4,3,4,3,3,3,3,"3","1",3,8,"1","3","6","1","2",2
"Deodorant B",1,4,4,1,4,4,3,4,4,1,4,4,5,3,1,5,4,1,5,4,2,2,1,3,4,4,4,4,4,5,"3","1",7,4,"4","2","10","1","1",6
"Deodorant B",0,6,3,3,4,2,2,3,3,2,2,5,5,3,2,5,4,2,5,5,5,4,1,3,2,5,1,5,2,1,"3","2",5,4,"1","2","3","2","1",3
"Deodorant B",0,6,3,1,3,5,2,3,2,5,1,5,5,4,5,1,3,3,4,2,1,4,5,4,2,4,5,2,4,1,"2","2",6,7,"4","2","8","2","1",2
"Deodorant B",0,5,3,3,5,4,2,1,2,3,1,5,3,1,1,3,3,3,3,4,1,1,3,4,5,3,5,5,1,5,"3","3",4,8,"1","5","2","1","3",2
"Deodorant B",0,5,3,1,4,4,3,5,2,2,4,4,5,2,1,3,2,1,5,2,3,2,1,3,4,3,5,3,5,4,"3","3",7,7,"2","2","4","1","1",1
"Deodorant B",1,4,3,3,1,4,1,2,1,3,5,5,5,5,5,3,4,1,3,4,1,1,4,2,2,5,4,2,5,2,"3","3",6,2,"1","2","6","1","1",2
"Deodorant B",0,6,4,3,1,5,2,4,1,5,3,3,5,5,2,4,1,3,5,1,5,4,3,4,5,5,2,2,2,4,"1","2",3,9,"1","3","5","2","1",3
"Deodorant B",0,6,3,1,4,4,1,2,2,5,5,1,3,3,3,5,5,2,4,3,3,2,1,4,5,5,2,4,3,2,"3","3",4,7,"1","2","2","2","2",6
"Deodorant B",0,6,3,3,2,5,3,3,5,5,5,4,4,4,2,5,1,2,3,5,1,2,5,5,4,3,5,5,5,2,"2","1",1,7,"2","6","5","2","1",4
"Deodorant B",0,6,4,1,5,2,1,2,2,4,5,4,4,5,4,5,4,2,5,3,1,3,1,3,4,5,5,2,5,1,"3","2",6,7,"1","3","5","1","1",6
"Deodorant B",1,1,3,2,4,4,5,5,4,1,1,5,2,5,1,5,5,3,4,2,1,5,5,3,5,3,3,2,2,3,"3","3",4,3,"1","6","4","2","2",2
"Deodorant B",0,6,3,5,5,5,3,2,3,4,3,4,1,2,1,5,1,3,2,1,2,3,4,3,3,4,5,1,4,3,"3","3",6,4,"1","2","3","1","2",4
"Deodorant B",0,5,3,1,3,4,1,4,1,2,3,5,5,4,1,4,5,1,4,5,2,5,1,5,4,5,4,4,5,1,"3","2",5,5,"1","2","4","2","1",1
"Deodorant B",0,6,3,1,4,4,2,5,5,1,4,5,5,3,4,5,3,5,5,5,3,5,5,5,3,3,2,5,4,5,"2","2",6,3,"3","4","4","2","3",3
"Deodorant B",0,6,3,1,2,5,1,5,1,5,4,1,5,4,2,5,5,5,5,2,1,3,4,5,1,1,3,4,5,3,"1","3",6,4,"4","2","8","1","1",6
"Deodorant B",0,7,5,1,3,4,1,3,5,5,5,4,4,2,5,5,5,1,2,2,4,3,2,4,4,4,4,1,2,3,"2","1",5,7,"1","3","5","1","1",1
"Deodorant B",0,6,3,2,2,3,2,3,3,5,5,4,1,4,3,2,4,1,5,4,2,5,3,4,4,3,4,2,5,5,"3","3",6,8,"4","4","10","1","2",1
"Deodorant B",1,4,4,1,4,4,2,5,2,5,5,4,4,4,5,2,4,2,2,3,5,1,3,1,4,5,4,4,5,3,"3","1",5,10,"1","3","2","2","1",2
"Deodorant B",0,5,3,3,5,5,3,3,1,3,4,3,5,1,3,3,4,2,5,3,2,5,2,4,2,5,5,4,3,1,"2","2",6,7,"1","2","8","1","6",5
"Deodorant B",0,6,4,1,1,1,1,2,1,3,5,4,5,5,3,5,4,1,5,4,1,4,1,5,4,2,4,3,4,3,"2","1",3,1,"2","2","4","1","1",1
"Deodorant B",0,5,3,4,5,2,1,1,2,5,4,3,4,3,1,5,4,1,4,1,4,1,2,2,4,5,3,5,2,3,"3","1",5,10,"3","4","9","2","3",2
"Deodorant B",1,3,4,3,2,1,1,5,1,4,5,2,5,3,2,2,4,1,4,4,3,3,2,3,2,5,2,2,5,4,"3","2",5,10,"1","2","4","2","2",1
"Deodorant B",0,5,3,1,5,5,2,4,2,4,3,3,4,5,1,4,5,4,3,4,2,3,1,4,3,4,1,5,5,5,"3","2",2,5,"1","3","10","1","4",6
"Deodorant B",1,2,3,1,5,2,5,5,4,3,4,5,3,4,2,4,5,2,4,3,5,4,1,3,1,4,3,2,5,1,"3","2",6,8,"2","3","8","3","2",2
"Deodorant B",0,6,2,1,4,4,4,5,1,4,3,1,4,5,1,4,4,3,1,5,3,2,5,3,3,5,5,3,5,2,"2","3",6,10,"1","5","2","1","2",1
"Deodorant B",0,5,3,2,5,4,2,3,1,5,5,5,2,5,1,4,1,3,2,3,5,3,5,2,5,5,2,1,4,1,"3","3",2,5,"3","2","10","2","1",1
"Deodorant B",0,6,3,2,4,5,1,5,2,4,4,4,3,1,2,5,1,4,5,3,2,3,4,4,4,4,4,3,5,1,"1","2",6,8,"3","3","5","2","3",4
"Deodorant B",0,7,3,3,2,4,2,5,3,3,3,4,5,5,3,1,5,2,3,5,3,5,4,4,2,5,5,3,5,3,"3","1",5,5,"1","2","4","2","1",6
"Deodorant B",0,6,3,2,2,4,1,4,3,4,4,5,4,1,3,1,5,2,3,4,5,3,4,4,2,5,5,4,4,1,"2","3",5,10,"1","4","5","2","1",6
"Deodorant B",1,4,4,4,4,4,1,2,5,4,3,3,3,5,4,5,5,1,2,4,1,5,2,3,3,3,1,2,5,3,"2","3",6,8,"1","3","10","2","1",2
"Deodorant B",1,4,3,3,5,4,1,5,3,5,3,5,5,2,1,4,4,1,5,3,3,1,1,3,5,4,5,5,4,4,"2","3",4,7,"1","4","3","2","2",5
"Deodorant B",0,5,3,1,5,5,3,1,2,5,5,2,4,3,5,2,4,1,5,2,5,2,4,3,2,4,4,3,4,1,"3","3",1,9,"2","3","9","2","3",6
"Deodorant B",1,4,3,1,3,2,2,3,2,5,4,5,1,3,3,3,5,2,4,3,2,3,1,1,4,5,5,3,5,3,"1","1",5,7,"3","4","7","2","1",2
"Deodorant B",0,6,3,2,4,4,2,3,3,4,5,5,5,4,5,5,2,3,2,1,2,2,1,5,5,4,2,4,5,5,"1","1",4,7,"1","2","4","2","5",2
"Deodorant B",0,6,3,2,5,3,3,2,5,4,2,3,1,3,1,5,5,3,4,3,1,2,1,4,1,3,5,2,1,3,"2","3",5,10,"1","4","3","2","1",1
"Deodorant B",0,5,3,3,3,4,2,3,2,5,5,1,4,4,3,1,4,1,3,5,4,2,2,5,5,5,1,3,5,1,"1","2",6,10,"1","2","5","2","1",4
"Deodorant B",1,4,3,1,4,3,4,5,1,3,4,4,2,4,4,4,4,4,5,1,2,5,2,5,1,5,5,5,3,4,"3","1",6,8,"4","3","4","1","1",2
"Deodorant B",0,5,3,1,2,5,5,4,1,4,5,5,1,2,2,1,3,4,4,4,3,3,3,4,5,5,5,5,4,3,"1","1",6,5,"4","3","3","2","1",4
"Deodorant B",0,5,4,5,5,4,1,5,2,5,5,5,5,4,4,2,3,4,2,3,5,5,3,4,5,5,4,4,5,1,"3","1",6,2,"5","3","4","2","1",4
"Deodorant B",0,6,3,4,1,3,3,5,2,3,4,1,5,3,2,4,4,3,5,3,3,2,5,3,4,3,4,1,2,3,"3","3",6,7,"1","3","3","1","6",3
"Deodorant B",1,4,2,5,1,5,1,4,2,5,5,4,2,5,1,2,4,1,5,5,5,2,3,4,1,2,4,5,1,4,"3","3",6,1,"1","5","6","2","1",4
"Deodorant B",1,1,2,4,5,1,4,2,2,3,4,5,4,3,1,5,5,1,5,2,1,4,1,4,2,1,2,5,1,1,"3","1",7,7,"5","4","3","1","2",5
"Deodorant B",0,7,3,1,4,4,1,3,3,5,3,5,5,5,3,2,5,1,5,5,3,2,5,4,3,3,4,2,4,1,"3","3",5,7,"2","4","3","1","3",1
"Deodorant B",0,7,3,1,5,4,4,4,2,5,5,1,5,3,4,4,3,2,4,2,3,2,3,1,2,4,4,1,4,2,"3","3",7,8,"1","3","6","2","2",4
"Deodorant B",0,7,3,2,4,4,4,2,2,5,5,2,5,1,3,4,5,2,5,4,5,4,3,4,3,4,3,5,5,3,"3","3",5,2,"3","3","5","2","1",3
"Deodorant B",0,6,3,1,4,4,1,4,5,3,1,4,2,5,2,5,3,1,5,4,2,5,5,4,4,4,1,5,2,2,"2","1",4,8,"1","3","4","2","1",1
"Deodorant B",1,4,3,3,5,4,5,5,2,5,2,4,5,1,5,3,5,1,3,1,2,3,2,3,5,4,4,3,4,3,"1","1",7,10,"3","3","2","1","1",5
"Deodorant B",0,5,5,1,4,2,4,5,5,5,5,5,5,2,3,5,4,2,4,1,4,1,3,4,4,3,5,4,2,5,"3","1",5,9,"1","2","5","1","1",1
"Deodorant B",1,3,5,2,3,4,3,1,1,4,3,1,3,4,5,5,5,3,3,1,2,5,3,4,4,5,3,3,2,1,"1","2",6,1,"2","4","4","1","1",3
"Deodorant B",0,7,3,2,3,5,3,2,3,4,5,3,5,1,4,5,5,3,4,2,4,2,5,3,2,3,3,1,5,4,"2","2",6,8,"2","2","3","1","1",2
"Deodorant B",0,6,3,1,4,5,2,4,2,4,3,5,5,1,1,4,4,2,5,3,2,5,2,3,4,2,4,4,1,3,"1","2",5,5,"1","2","2","2","2",2
"Deodorant B",0,5,3,1,4,4,4,2,2,4,3,5,5,5,4,4,5,2,3,4,2,1,3,4,2,2,4,3,5,3,"1","3",7,7,"2","3","7","1","2",2
"Deodorant B",0,6,3,1,3,5,1,3,2,3,2,3,5,4,1,5,5,2,5,2,3,1,4,4,5,4,3,5,3,3,"3","2",5,6,"1","4","3","1","1",4
"Deodorant B",0,5,3,5,4,5,1,1,4,4,4,3,5,5,1,4,5,1,4,4,1,5,5,4,4,3,3,4,5,2,"3","3",5,10,"5","4","5","1","2",4
"Deodorant B",0,6,4,3,5,3,2,5,3,5,5,5,1,5,5,3,4,4,1,5,5,1,4,2,4,5,1,2,4,2,"3","3",5,7,"1","4","10","2","2",3
